date,temp_max,temp_min,precipitation,humidity,wind_speed,pressure,visibility,cloud_cover,condition
2025-10-19,5.4,0.9,0.0,68.9,6.8,1017.6,16.75,55.5,sunny
2025-10-20,7.6,-0.5,0.0,77.6,5.6,1003.4,20.0,70.9,partly_cloudy
2025-10-21,12.6,-3.4,0.0,47.7,14.8,1008.9,18.41,19.1,sunny
2025-10-22,10.5,-5.2,0.0,65.5,8.9,1013.6,19.74,74.8,partly_cloudy
2025-10-23,14.1,1.4,1.27,65.5,11.2,1011.9,17.21,70.9,partly_cloudy
2025-10-24,12.5,-0.0,2.79,93.8,8.5,1019.2,13.21,80.2,rainy
2025-10-25,10.3,6.2,2.1,66.6,5.7,1018.7,15.64,73.5,partly_cloudy
2025-10-26,14.3,0.4,1.89,97.6,8.0,1022.2,12.15,66.8,partly_cloudy
2025-10-27,10.5,0.4,0.0,80.8,13.7,1021.3,15.76,51.7,sunny
2025-10-28,11.8,-1.2,0.0,52.4,10.2,1023.6,20.0,39.3,sunny
2025-10-29,8.5,1.8,0.0,57.9,1.2,1016.8,19.98,21.2,sunny
2025-10-30,9.7,1.4,3.09,93.2,7.1,1018.6,13.96,95.0,rainy
2025-10-31,7.5,3.3,0.0,73.7,15.1,1019.8,18.72,74.7,partly_cloudy
2025-11-01,12.7,-1.9,0.04,63.1,7.1,1017.6,16.45,41.2,sunny
2025-11-02,6.3,-1.5,0.0,51.3,0.8,1014.3,20.0,50.8,sunny
2025-11-03,12.3,-1.5,1.22,58.9,15.6,1014.7,16.38,51.6,sunny
2025-11-04,9.5,2.4,0.0,85.0,10.7,1011.8,18.93,67.4,partly_cloudy
2025-11-05,13.7,4.6,0.45,66.8,7.7,1019.2,16.96,46.3,sunny
2025-11-06,12.5,-1.1,0.0,79.9,6.5,1016.1,20.0,46.7,sunny
2025-11-07,15.8,-0.9,0.0,64.3,12.3,1012.6,17.53,67.9,partly_cloudy
2025-11-08,12.7,1.5,0.0,81.9,5.8,1012.6,17.73,60.0,sunny
2025-11-09,5.9,-0.1,0.69,54.0,12.6,1009.3,18.63,80.8,partly_cloudy
2025-11-10,10.6,3.6,0.0,49.6,10.2,1022.4,17.84,45.5,sunny
2025-11-11,7.4,-5.9,0.0,82.2,9.0,1017.0,19.05,47.2,sunny
2025-11-12,9.5,-1.4,0.0,82.9,8.6,1011.3,20.0,79.9,partly_cloudy
2025-11-13,15.7,-1.2,0.0,57.6,7.3,1021.3,18.64,58.3,sunny
2025-11-14,13.2,-5.6,0.0,59.2,12.2,1013.1,20.0,60.5,partly_cloudy
2025-11-15,9.4,-1.4,5.04,100.0,4.5,1008.0,1.92,100.0,rainy
2025-11-16,8.6,-1.1,2.12,78.6,1.5,1022.5,14.25,60.1,partly_cloudy
2025-11-17,11.9,1.2,0.68,58.0,10.5,1013.2,17.61,50.5,sunny
2025-11-18,8.3,5.2,1.28,91.2,10.5,1013.9,13.74,69.4,partly_cloudy
2025-11-19,10.0,1.3,0.0,55.1,9.9,1016.6,20.0,28.2,sunny
2025-11-20,13.2,-0.9,0.0,73.2,9.6,1023.2,18.19,52.7,sunny
2025-11-21,15.8,2.2,0.0,47.7,6.7,1016.4,19.76,63.9,partly_cloudy
2025-11-22,14.4,5.7,0.0,46.6,11.1,1009.0,19.42,46.8,sunny
2025-11-23,5.8,-0.2,0.0,71.1,7.8,1019.5,15.11,35.4,sunny
2025-11-24,13.8,0.1,0.0,58.6,6.1,1013.3,17.31,25.9,sunny
2025-11-25,13.2,4.7,0.0,71.2,6.8,1027.5,20.0,80.6,partly_cloudy
2025-11-26,14.4,2.5,0.15,49.9,16.1,1016.1,15.49,44.3,sunny
2025-11-27,18.2,5.3,0.0,83.0,1.1,1002.7,16.82,51.8,sunny
2025-11-28,7.4,3.5,0.0,74.9,10.0,1018.2,17.95,53.4,sunny
2025-11-29,11.9,5.8,0.74,86.0,1.3,1027.7,20.0,44.5,cloudy
2025-11-30,15.7,0.8,0.0,50.5,7.6,1025.5,20.0,66.6,partly_cloudy
2025-12-01,9.3,4.0,0.0,57.8,6.3,1027.0,18.5,43.0,sunny
2025-12-02,18.7,3.6,0.0,59.7,0.0,1009.8,20.0,70.4,partly_cloudy
2025-12-03,15.5,0.8,0.0,66.5,9.6,1021.4,17.69,54.0,sunny
2025-12-04,17.2,-0.1,0.0,56.9,6.5,1011.6,20.0,69.9,partly_cloudy
2025-12-05,13.1,6.9,5.25,89.5,0.0,1017.2,4.8,94.8,rainy
2025-12-06,17.4,3.9,3.82,90.3,11.4,1008.2,12.5,97.0,rainy
2025-12-07,18.4,2.1,0.0,55.2,13.7,1011.9,18.93,58.4,sunny
2025-12-08,16.1,5.1,0.0,60.4,14.0,1011.7,17.42,59.6,sunny
2025-12-09,16.3,8.9,0.0,52.9,9.4,1021.1,19.42,51.7,sunny
2025-12-10,16.6,-1.1,0.0,55.5,8.2,1020.5,20.0,44.2,sunny
2025-12-11,13.4,1.5,0.0,70.1,13.3,1017.3,18.01,83.8,partly_cloudy
2025-12-12,15.7,3.4,0.0,60.5,14.7,1007.5,20.0,36.7,sunny
2025-12-13,15.9,10.7,0.85,65.6,12.5,1013.7,16.34,57.2,sunny
2025-12-14,17.7,7.4,0.7,72.0,4.2,1011.1,18.74,59.7,sunny
2025-12-15,19.7,9.0,0.55,80.3,8.8,1020.8,18.27,68.9,partly_cloudy
2025-12-16,13.8,3.5,1.36,71.0,9.8,1022.6,16.11,55.8,sunny
2025-12-17,16.8,3.8,0.0,68.5,0.8,1021.8,18.19,59.0,sunny
